PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence,SpinAxis3dLongitudinalAngle,SpinAxis3dTransverseAngle,SpinAxis3dTilt,SpinAxis3dActiveSpinRate,SpinAxis3dSpinEfficiency,SpinAxis3dVectorX,SpinAxis3dVectorY,SpinAxis3dVectorZ,SpinAxis3dSeamOrientationRotationX,SpinAxis3dSeamOrientationRotationY,SpinAxis3dSeamOrientationRotationZ,SpinAxis3dSeamOrientationBallAngleHorizontalAmb1,SpinAxis3dSeamOrientationBallAngleVerticalAmb1,SpinAxis3dSeamOrientationBallXAmb1,SpinAxis3dSeamOrientationBallYAmb1,SpinAxis3dSeamOrientationBallZAmb1,SpinAxis3dSeamOrientationBallAngleHorizontalAmb2,SpinAxis3dSeamOrientationBallAngleVerticalAmb2,SpinAxis3dSeamOrientationBallXAmb2,SpinAxis3dSeamOrientationBallYAmb2,SpinAxis3dSeamOrientationBallZAmb2,SpinAxis3dSeamOrientationBallAngleHorizontalAmb3,SpinAxis3dSeamOrientationBallAngleVerticalAmb3,SpinAxis3dSeamOrientationBallXAmb3,SpinAxis3dSeamOrientationBallYAmb3,SpinAxis3dSeamOrientationBallZAmb3,SpinAxis3dSeamOrientationBallAngleHorizontalAmb4,SpinAxis3dSeamOrientationBallAngleVerticalAmb4,SpinAxis3dSeamOrientationBallXAmb4,SpinAxis3dSeamOrientationBallYAmb4,SpinAxis3dSeamOrientationBallZAmb4,BatSpeed,VerticalAttackAngle,HorizontalAttackAngle,PitchTrajectory3rdOrderXc0,PitchTrajectory3rdOrderXc1,PitchTrajectory3rdOrderXc2,PitchTrajectory3rdOrderXc3,PitchTrajectory3rdOrderYc0,PitchTrajectory3rdOrderYc1,PitchTrajectory3rdOrderYc2,PitchTrajectory3rdOrderYc3,PitchTrajectory3rdOrderZc0,PitchTrajectory3rdOrderZc1,PitchTrajectory3rdOrderZc2,PitchTrajectory3rdOrderZc3
69,2026-02-06,11:49:12.64,4,1,"Davitt, Duncan",701474,Right,WHI_SOX30,"Eikhoff, Riley",694408,Right,WHI_SOX30,Undefined,2,Bottom,0,0,0,Slider,Slider,InPlay,Undefined,GroundBall,Out,1,0,,83.92847,-0.182303,-1.887258,2662.509506,48.978663,7:45,4.941,2.34542,6.24032,-43.62132,-5.05048,-6.96012,1.13764,0.024,78.37434,-8.188288,-3.146157,0.446993,63.02912,-35.126522,34.785286,,,,,3.43198,3.43198,15.687971,0.022631,3.19299,-2.32209,-2.20142,50,4.90559,4.27812,-122.19069,-1.7882,4.89196,21.06123,-35.73168,WHI_SOX30,WHI_SOX30,CamelbackWhiteSox,TeamExclusive,Team,20260206-CamelbackWhiteSox-Private-1,87f08e30-038c-11f1-8e19-276118046144,84.32437,1.20636,,5.55413,,,,1.89578,1.20636,-0.05029,207180ff-950d-49b3-9b2b-4666122978c8,2026-02-06,18:49:12.64,2026-02-06T11:49:12.6483968-07:00,2026-02-06T18:49:12.6483968Z,GroundBall,v3,,,,"Acuna, Luisangel",682668,Right,WHI_SOX30,1f99dcd3-f2c8-47d2-96d0-553ffd73cac4,54.26177,-122.92307,10.53061,4.94617,-0.54567,-17.86584,-2.34723,4.10801,2.44598,,1.89529,62.23154,,,,,,,,1.20678,-53.30615,,,,,,,,-0.05063,43.22835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Estimated,Estimated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.26519,-123.02346,11.10188,-0.85224,4.94108,-0.39607,-18.71712,1.26998,-2.34546,4.05592,2.74241,-0.44224
70,2026-02-06,11:49:41.51,5,1,"Davitt, Duncan",701474,Right,WHI_SOX30,"Hays, Austin",669720,Right,WHI_SOX30,Undefined,2,Bottom,1,0,0,Sweeper,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,81.44443,1.166594,0.304338,2553.385214,90.59079,9:00,4.67019,2.46142,5.56805,-40.82695,1.37185,-18.85749,2.35785,1.17426,75.37017,-6.299525,-3.061651,0.467543,,,,,,,,,,,,9.59154,0.79374,-2.47517,50,4.74391,0.1283,-118.42877,1.00839,13.74873,20.64689,-31.03631,WHI_SOX30,WHI_SOX30,CamelbackWhiteSox,TeamExclusive,Team,20260206-CamelbackWhiteSox-Private-1,98f42d40-038c-11f1-8e19-276118046144,80.61811,,,6.07426,,,,,,,207180ff-950d-49b3-9b2b-4666122978c8,2026-02-06,18:49:41.51,2026-02-06T11:49:41.5180800-07:00,2026-02-06T18:49:41.5180800Z,,v3,,,,"Acuna, Luisangel",682668,Right,WHI_SOX30,c9c4c38f-f5fa-499e-ab12-47dcc756a578,54.93226,-119.28556,10.32344,4.67534,2.29632,-15.51815,-2.46866,-0.44224,6.87436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.93742,-119.41997,11.00137,-0.89644,4.67028,2.42809,-16.1828,0.87887,-2.4616,-0.626,7.80118,-1.22555
71,2026-02-06,11:49:58.99,5,2,"Davitt, Duncan",701474,Right,WHI_SOX30,"Hays, Austin",669720,Right,WHI_SOX30,Undefined,2,Bottom,1,1,0,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,,91.68025,-0.540337,-1.989072,2251.883926,194.029674,12:30,5.00509,2.3331,6.27882,-20.11253,12.09406,2.81158,2.8307,0.73331,85.15854,-4.313272,-1.481131,0.408455,,,,,,,,,,,,-1.91902,6.69036,-2.18762,50,4.9552,4.52043,-133.42087,-1.88504,-3.51918,24.03602,-19.90502,WHI_SOX30,WHI_SOX30,CamelbackWhiteSox,TeamExclusive,Team,20260206-CamelbackWhiteSox-Private-1,a354bb60-038c-11f1-8e19-276118046144,92.28059,,,6.52171,,,,,,,207180ff-950d-49b3-9b2b-4666122978c8,2026-02-06,18:49:58.99,2026-02-06T11:49:58.9947904-07:00,2026-02-06T18:49:58.9947904Z,,v3,,,,"Acuna, Luisangel",682668,Right,WHI_SOX30,6888ed8f-3cf1-4b48-8915-c628d748e51a,54.22036,-134.17902,12.01801,5.00475,-1.25719,-9.95251,-2.33196,4.63143,-1.75959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.22665,-134.37088,13.15302,-1.76043,5.00506,-1.26645,-9.8977,-0.08501,-2.33307,4.66558,-1.96161,0.31333
72,2026-02-06,11:50:19.21,5,3,"Davitt, Duncan",701474,Right,WHI_SOX30,"Hays, Austin",669720,Right,WHI_SOX30,Undefined,2,Bottom,1,1,1,Slider,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,85.66683,1.842103,-1.125201,2415.987656,87.711984,9:00,4.83687,2.32396,5.96208,-36.76093,0.75035,-6.61189,3.48245,0.72951,79.26883,-4.932282,-2.312813,0.440811,,,,,,,,,,,,3.11603,0.27339,-2.23109,50,4.96247,2.71113,-124.57846,2.75726,4.95731,22.13802,-31.73911,WHI_SOX30,WHI_SOX30,CamelbackWhiteSox,TeamExclusive,Team,20260206-CamelbackWhiteSox-Private-1,af69fe60-038c-11f1-8e19-276118046144,85.50701,,,6.398,,,,,,,207180ff-950d-49b3-9b2b-4666122978c8,2026-02-06,18:50:19.21,2026-02-06T11:50:19.2108544-07:00,2026-02-06T18:50:19.2108544Z,,v3,,,,"Acuna, Luisangel",682668,Right,WHI_SOX30,6f993d3d-35d8-4dd0-bff7-d0414ec0c8c4,54.5374,-125.38218,11.06901,4.84145,3.90954,-15.86955,-2.32625,2.53115,2.47865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.54337,-125.54855,11.96714,-1.27114,4.83695,4.03511,-16.54745,0.95943,-2.32402,2.4688,2.81522,-0.47634
73,2026-02-06,11:50:42.23,5,4,"Davitt, Duncan",701474,Right,WHI_SOX30,"Hays, Austin",669720,Right,WHI_SOX30,Undefined,2,Bottom,1,2,1,Curveball,Curveball,InPlay,Undefined,GroundBall,Out,1,0,,81.04828,1.375611,-0.91106,2650.7431,42.220875,7:30,5.01912,2.4178,5.67877,-53.13369,-10.84229,-10.8489,1.87405,0.66437,75.53399,-8.275622,-2.853379,0.468056,94.98423,-4.925469,-23.628381,,,,,19.27399,9.89246,-23.5933,0.129383,5.32902,-5.56737,-2.33397,50,5.101,2.29038,-117.94988,1.00272,7.59757,19.91055,-40.11142,WHI_SOX30,WHI_SOX30,CamelbackWhiteSox,TeamExclusive,Team,20260206-CamelbackWhiteSox-Private-1,bd20bc60-038c-11f1-8e19-276118046144,80.52985,1.54884,,5.51429,,,,1.19712,1.54884,-0.51083,207180ff-950d-49b3-9b2b-4666122978c8,2026-02-06,18:50:42.23,2026-02-06T11:50:42.2313984-07:00,2026-02-06T18:50:42.2313984Z,GroundBall,v3,,,,"Acuna, Luisangel",682668,Right,WHI_SOX30,48d0a4b6-9b14-4ed7-bcd5-5848c0b8bd23,54.8247,-118.76152,9.95528,5.0268,2.63784,-20.05571,-2.42102,1.98067,3.79879,180,1.19496,127.26338,,,,,,,,1.54904,-11.9709,,,,,,,,-0.50989,-55.67509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.82676,-118.81857,10.2616,-0.43118,5.01926,2.84681,-21.17766,1.57924,-2.41786,1.89313,4.26877,-0.66153
74,2026-02-06,11:51:14.54,6,1,"Davitt, Duncan",701474,Right,WHI_SOX30,"Cerda, Derek",832213,Right,WHI_SOX30,Undefined,2,Bottom,2,0,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,91.37191,0.257982,-2.705839,2272.247866,191.432648,12:30,5.0243,2.45223,6.3723,-20.52344,12.09272,2.25622,3.55164,0.14881,84.09467,-3.616521,-2.298018,0.411043,,,,,,,,,,,,-1.85488,6.53296,-2.25782,50,5.0332,6.18338,-132.79458,-0.01949,-3.34049,26.16293,-20.40874,WHI_SOX30,WHI_SOX30,CamelbackWhiteSox,TeamExclusive,Team,20260206-CamelbackWhiteSox-Private-1,d055ba60-038c-11f1-8e19-276118046144,91.69942,,,7.27724,,,,,,,207180ff-950d-49b3-9b2b-4666122978c8,2026-02-06,18:51:14.54,2026-02-06T11:51:14.5419264-07:00,2026-02-06T18:51:14.5419264Z,,v3,,,,"Acuna, Luisangel",682668,Right,WHI_SOX30,17ddf615-cd20-4974-9772-f086077a8bfb,54.12462,-133.60473,13.08146,5.02402,0.61248,-10.20437,-2.4509,6.28682,-1.67024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.13311,-133.85191,14.47618,-2.06328,5.02426,0.60535,-10.16411,-0.05955,-2.4522,6.32477,-1.88438,0.31678
75,2026-02-06,11:51:35.30,6,2,"Davitt, Duncan",701474,Right,WHI_SOX30,"Cerda, Derek",832213,Right,WHI_SOX30,Undefined,2,Bottom,2,1,0,Sweeper,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,82.2637,0.04006,-1.62879,2581.890057,88.410266,9:00,4.73997,2.56633,5.57735,-40.829,0.79303,-15.59647,1.37498,-0.255,75.94721,-7.411991,-4.411613,0.464337,,,,,,,,,,,,7.44674,0.78795,-2.4159,50,4.71676,4.02804,-119.51301,-1.33058,10.80043,22.43424,-31.03121,WHI_SOX30,WHI_SOX30,CamelbackWhiteSox,TeamExclusive,Team,20260206-CamelbackWhiteSox-Private-1,dcc10ca0-038c-11f1-8e19-276118046144,81.17477,,,6.31649,,,,,,,207180ff-950d-49b3-9b2b-4666122978c8,2026-02-06,18:51:35.30,2026-02-06T11:51:35.3083392-07:00,2026-02-06T18:51:35.3083392Z,,v3,,,,"Acuna, Luisangel",682668,Right,WHI_SOX30,e316ccf3-511c-40c3-9f5d-14dfb20fe342,54.92192,-120.43338,11.21712,4.74523,-0.05752,-15.51561,-2.57206,3.58495,5.40021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.9281,-120.59764,12.06389,-1.14443,4.74006,0.08011,-16.2251,0.95889,-2.56647,3.43639,6.16602,-1.035
76,2026-02-06,11:51:58.62,6,3,"Davitt, Duncan",701474,Right,WHI_SOX30,"Cerda, Derek",832213,Right,WHI_SOX30,Undefined,2,Bottom,2,2,0,Fastball,Four-Seam,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,91.89776,-0.069292,-2.584702,2356.721515,199.366662,12:45,4.97844,2.47154,6.73591,-18.29678,13.41268,4.40268,3.39033,0.4751,84.77597,-3.556673,-1.783079,0.40529,,,,,,,,,,,,-2.95591,7.3878,-2.30278,50,4.96639,5.86384,-133.67917,-0.6576,-5.40596,25.9337,-18.66277,WHI_SOX30,WHI_SOX30,CamelbackWhiteSox,TeamExclusive,Team,20260206-CamelbackWhiteSox-Private-1,ea9df040-038c-11f1-8e19-276118046144,93.00118,,,7.12179,,,,,,,207180ff-950d-49b3-9b2b-4666122978c8,2026-02-06,18:51:58.62,2026-02-06T11:51:58.6282496-07:00,2026-02-06T18:51:58.6282496Z,,v3,,,,"Acuna, Luisangel",682668,Right,WHI_SOX30,5f2e6d5f-15a8-4117-b4eb-63cfa4e6ead3,53.76178,-134.40698,12.96685,4.9775,-0.13385,-9.33138,-2.46948,6.01555,-2.70298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.76952,-134.63789,14.30052,-2.01947,4.97839,-0.16041,-9.17799,-0.23227,-2.47149,6.07568,-3.05029,0.5259
77,2026-02-06,11:52:22.03,6,4,"Davitt, Duncan",701474,Right,WHI_SOX30,"Cerda, Derek",832213,Right,WHI_SOX30,Undefined,2,Bottom,2,2,1,Cutter,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,87.2832,-0.03503,-3.585412,2448.883694,123.394152,10:00,4.84638,2.53935,5.98084,-31.6951,4.62591,-5.4724,2.17259,-1.24438,80.72947,-5.878089,-4.565671,0.433761,,,,,,,,,,,,1.9026,2.72099,-2.25287,50,4.82605,8.1617,-126.71542,-1.14786,3.12126,23.71322,-27.71021,WHI_SOX30,WHI_SOX30,CamelbackWhiteSox,TeamExclusive,Team,20260206-CamelbackWhiteSox-Private-1,f894eb90-038c-11f1-8e19-276118046144,86.89686,,,6.55373,,,,,,,207180ff-950d-49b3-9b2b-4666122978c8,2026-02-06,18:52:22.03,2026-02-06T11:52:22.0322304-07:00,2026-02-06T18:52:22.0322304Z,,v3,,,,"Acuna, Luisangel",682668,Right,WHI_SOX30,d28beb4f-fe36-49dd-b48d-a2287da683ac,54.51758,-127.55803,11.85661,4.84935,-0.16323,-13.85511,-2.54092,8.05079,1.56063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.52459,-127.75668,12.94679,-1.56851,4.84641,-0.08018,-14.31086,0.65573,-2.53939,8.0076,1.7977,-0.34109
78,2026-02-06,11:52:51.29,6,5,"Davitt, Duncan",701474,Right,WHI_SOX30,"Cerda, Derek",832213,Right,WHI_SOX30,Undefined,2,Bottom,2,3,1,ChangeUp,Changeup,BallCalled,Walk,Undefined,Undefined,0,0,,86.30658,-0.5078,-4.118061,1804.598116,260.311622,2:45,4.77024,2.52972,6.40469,-35.20104,1.89488,3.98158,1.36867,-0.93163,78.79559,-7.058968,-3.398774,0.438364,,,,,,,,,,,,-3.28603,1.53622,-2.23611,50,4.71815,8.85512,-125.13031,-2.22265,-5.17884,26.65874,-29.75296,WHI_SOX30,WHI_SOX30,CamelbackWhiteSox,TeamExclusive,Team,20260206-CamelbackWhiteSox-Private-1,0a0cd040-038d-11f1-8e19-276118046144,85.98443,,,7.51098,,,,,,,207180ff-950d-49b3-9b2b-4666122978c8,2026-02-06,18:52:51.29,2026-02-06T11:52:51.2966144-07:00,2026-02-06T18:52:51.2966144Z,,v3,,,,"Acuna, Luisangel",682668,Right,WHI_SOX30,d9e64e56-e7ad-46b6-b6bb-5aea86556dcf,54.0922,-125.99913,13.32937,4.77479,-1.25299,-14.87648,-2.52745,9.0239,-2.58942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.10069,-126.24022,14.65683,-1.91626,4.77032,-1.12608,-15.57524,1.0087,-2.52966,9.08672,-2.9353,0.49929
79,2026-02-06,11:53:19.52,7,1,"Davitt, Duncan",701474,Right,WHI_SOX30,"Galvan, Rylan",805025,Right,WHI_SOX30,Undefined,2,Bottom,2,0,0,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,,91.33169,-0.381673,-3.079935,2248.057627,179.974832,12:00,4.97613,2.47197,5.95742,-20.12997,13.20513,-0.00535,2.94418,-0.38732,83.76126,-4.162032,-3.080896,0.415549,,,,,,,,,,,,-0.81677,7.18697,-2.22724,50,4.93446,7.13271,-132.55706,-1.53066,-1.45938,27.2135,-19.33228,WHI_SOX30,WHI_SOX30,CamelbackWhiteSox,TeamExclusive,Team,20260206-CamelbackWhiteSox-Private-1,1ae2a890-038d-11f1-8e19-276118046144,90.70513,,,7.57043,,,,,,,207180ff-950d-49b3-9b2b-4666122978c8,2026-02-06,18:53:19.52,2026-02-06T11:53:19.5253760-07:00,2026-02-06T18:53:19.5253760Z,,v3,,,,"Acuna, Luisangel",682668,Right,WHI_SOX30,8acf6987-5a47-4f5b-8236-3ee5d64d6d5d,54.53911,-133.48567,13.60675,4.97544,-0.87098,-9.66614,-2.47148,7.18251,-0.72969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.54798,-133.74657,15.0932,-2.22035,4.97608,-0.8898,-9.55892,-0.16016,-2.47196,7.19648,-0.80932,0.11894
80,2026-02-06,11:53:41.57,7,2,"Davitt, Duncan",701474,Right,WHI_SOX30,"Galvan, Rylan",805025,Right,WHI_SOX30,Undefined,2,Bottom,2,0,1,Cutter,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,87.2105,1.112569,-1.048573,2390.184098,119.518219,10:00,4.8881,2.56884,5.88511,-33.25884,2.96658,-3.52823,3.14995,1.30103,80.82684,-5.014421,-1.681676,0.43319,,,,,,,,,,,,1.55142,1.58536,-2.48228,50,4.95864,2.46744,-126.85624,1.30761,2.5641,22.48636,-29.55388,WHI_SOX30,WHI_SOX30,CamelbackWhiteSox,TeamExclusive,Team,20260206-CamelbackWhiteSox-Private-1,2800f720-038d-11f1-8e19-276118046144,87.01141,,,6.38366,,,,,,,207180ff-950d-49b3-9b2b-4666122978c8,2026-02-06,18:53:41.57,2026-02-06T11:53:41.5762432-07:00,2026-02-06T18:53:41.5762432Z,,v3,,,,"Acuna, Luisangel",682668,Right,WHI_SOX30,cf38f115-d9ef-40f9-bfdc-226464892269,54.61371,-127.67144,11.24318,4.89182,2.37903,-14.77694,-2.57005,2.37448,1.28205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.62033,-127.85559,12.23503,-1.40061,4.88815,2.48088,-15.32548,0.7746,-2.56887,2.34175,1.45836,-0.24897
81,2026-02-06,11:54:03.96,7,3,"Davitt, Duncan",701474,Right,WHI_SOX30,"Galvan, Rylan",805025,Right,WHI_SOX30,Undefined,2,Bottom,2,1,1,Sweeper,Slider,InPlay,Undefined,GroundBall,Single,0,0,,81.34715,1.191006,-1.819412,2480.494231,82.015733,8:45,4.70867,2.78495,5.57488,-43.69463,-1.41575,-18.17127,2.18057,-0.42922,75.57685,-6.766226,-5.057578,0.467986,86.34386,6.855266,-21.774606,1482.960884,,,,104.16277,104.16277,-22.682636,0.925508,8.85721,-0.74327,-2.61574,50,4.78202,4.45415,-118.27568,0.97282,12.66973,20.4861,-33.23726,WHI_SOX30,WHI_SOX30,CamelbackWhiteSox,TeamExclusive,Team,20260206-CamelbackWhiteSox-Private-1,355a52e0-038d-11f1-8e19-276118046144,80.54174,5.13513,,5.7703,,,,2.58074,2.32659,0.33938,207180ff-950d-49b3-9b2b-4666122978c8,2026-02-06,18:54:03.96,2026-02-06T11:54:03.9699968-07:00,2026-02-06T18:54:03.9699968Z,GroundBall,v3,,,,"Acuna, Luisangel",682668,Right,WHI_SOX30,876b8daf-72ba-4520-861a-7190dc391a19,54.92742,-119.12608,10.24305,4.71301,2.35254,-16.61863,-2.78972,3.92821,6.33487,60.480787,2.68372,115.22712,-15.54173,,,,,,,2.40418,13.96318,-17.97552,,,,,,,0.33541,-46.5861,3.05465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.93064,-119.21971,10.76947,-0.776,4.70873,2.47645,-17.31533,1.02701,-2.78505,3.79256,7.09761,-1.12436
82,2026-02-06,11:58:37.68,1,1,"Gonzalez, Wikelman",682790,Right,WHI_SOX30,"Adams, Mason",690279,Right,WHI_SOX30,Undefined,3,Top,0,0,0,Fastball,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,93.71036,-0.732912,-2.145174,2159.342558,231.492948,1:45,4.86827,2.46957,6.26794,-21.02005,10.46973,11.85969,2.44042,1.47932,85.27624,-4.704718,-0.00225,0.403884,,,,,,,,,,,,-6.7267,5.96111,-2.31605,50,4.80378,4.58161,-136.07544,-2.41291,-12.55532,31.12401,-21.04773,WHI_SOX30,WHI_SOX30,CamelbackWhiteSox,TeamExclusive,Team,20260206-CamelbackWhiteSox-Private-1,d87786a0-038d-11f1-8e19-276118046144,93.32503,,,8.43411,,,,,,,207180ff-950d-49b3-9b2b-4666122978c8,2026-02-06,18:58:37.68,2026-02-06T11:58:37.6802304-07:00,2026-02-06T18:58:37.6802304Z,,v3,,,,"Hays, Austin",669720,Right,WHI_SOX30,04c40bba-1bb4-4ea6-aafa-9b8b0c06b8ad,54.22801,-137.03909,15.56201,4.8684,-1.76124,-10.52386,-2.46392,4.97034,-6.27766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.23744,-137.32298,17.21883,-2.53504,4.86824,-1.75661,-10.55085,0.04129,-2.46942,5.13615,-7.24529,1.48053
83,2026-02-06,11:58:57.29,1,2,"Gonzalez, Wikelman",682790,Right,WHI_SOX30,"Adams, Mason",690279,Right,WHI_SOX30,Undefined,3,Top,0,1,0,Fastball,Sinker,FoulBallFieldable,Undefined,Undefined,Undefined,0,0,,94.47041,-1.900529,-2.674543,2370.535007,230.63511,1:45,5.03891,2.33377,5.53761,-19.3758,12.46036,13.92355,1.64535,0.99249,86.17555,-5.517646,-0.193774,0.406099,,,,,,,,,,,,-7.81981,7.1476,-2.11133,50,4.86121,5.75358,-136.97527,-5.24406,-14.82785,30.80174,-18.62077,WHI_SOX30,WHI_SOX30,CamelbackWhiteSox,TeamExclusive,Team,20260206-CamelbackWhiteSox-Private-1,e42bbde0-038d-11f1-8e19-276118046144,92.8159,,,8.29485,,,,,,,207180ff-950d-49b3-9b2b-4666122978c8,2026-02-06,18:58:57.29,2026-02-06T11:58:57.2950528-07:00,2026-02-06T18:58:57.2950528Z,,v3,,,,"Hays, Austin",669720,Right,WHI_SOX30,3fca8cb7-b058-47cb-97b5-ca3aeef3dd1f,54.96056,-138.08625,15.40087,5.03824,-4.57243,-9.31039,-2.3285,6.28841,-7.41393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.96784,-138.32131,16.87154,-2.41237,5.03888,-4.59297,-9.18191,-0.21075,-2.33365,6.45451,-8.45318,1.7047
